id,source_entity_id,target_entity_id,type,confidence,timestamp,properties
R000739,P116,P121,LOCATED_WITH,0.9,2025-03-03T16:12:53,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R000740,P415,P421,MESSAGED,0.95,2025-12-05T06:24:11,"{""message_count"": 13, ""source_type"": ""communication_record""}"
R000741,P299,P295,MESSAGED,0.78,2025-05-19T10:47:27,"{""message_count"": 117, ""source_type"": ""communication_record""}"
R000742,P047,V077,OWNS_VEHICLE,0.66,2025-10-07T18:24:10,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R000743,P402,ORG009,VISITED_ORG,0.64,2025-02-22T13:23:53,"{""duration_minutes"": 39, ""source_type"": ""location_record""}"
R000744,P259,P271,PARTNER,0.78,2025-08-02T03:31:56,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000745,P485,P496,LOCATED_WITH,0.63,2026-06-19T21:26:46,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R000746,P299,P324,PARTNER,0.74,2026-04-30T02:06:46,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000747,P478,ORG001,ASSOCIATED_WITH,0.56,2025-06-30T18:14:44,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000748,P499,P486,ASSOCIATED,0.89,2025-04-02T14:17:41,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000749,P120,P110,ASSOCIATED,0.66,2026-05-13T13:59:27,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000750,P351,P352,PARTNER,0.6,2026-06-17T16:54:20,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000751,P375,ACC166,TRANSACTION_WITH,0.57,2026-01-08T03:13:31,"{""amount"": 81967, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R000752,P229,ORG053,ASSOCIATED_WITH,0.95,2026-02-22T01:48:01,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000753,P328,P326,FAMILY,0.84,2026-02-09T17:30:32,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000754,P164,P169,FAMILY,0.78,2025-04-26T23:14:42,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000755,P151,P165,FAMILY,0.93,2025-04-01T18:08:30,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000756,P099,P102,ASSOCIATED,0.95,2025-08-24T01:24:28,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000757,P086,P092,MEMBER_OF,0.76,2025-01-20T08:49:04,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000758,P389,V133,OWNS_VEHICLE,0.83,2025-04-22T07:12:47,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R000759,P339,P326,MET,0.52,2026-07-17T18:58:32,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": true}"
R000760,P318,P344,CALLED,0.81,2025-02-05T20:06:27,"{""duration_seconds"": 874, ""source_type"": ""call_record"", ""verified"": false}"
R000761,P367,P359,FAMILY,0.63,2025-08-11T14:00:11,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000762,P109,ACC090,OWNS_ACCOUNT,0.77,2026-03-11T16:10:49,"{""account_status"": ""active"", ""source_type"": ""financial_registry""}"
R000763,P099,P111,FAMILY,0.52,2026-07-02T02:06:16,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000764,P044,P034,MET,0.69,2026-06-09T16:09:25,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": false}"
R000765,P389,PH183,CALLED,0.87,2025-08-31T16:18:57,"{""duration_seconds"": 3329, ""source_type"": ""call_record"", ""verified"": true}"
R000766,P280,ACC024,TRANSACTION_WITH,0.9,2026-08-11T00:04:09,"{""amount"": 482681, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R000767,P367,P358,SUSPECTED_ASSOCIATE,0.94,2025-08-30T02:07:13,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000768,P437,P436,EMPLOYED_WITH,0.51,2025-10-10T07:11:12,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R000769,P099,P095,MEMBER_OF,0.75,2025-09-30T23:19:54,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000770,P310,P319,CALLED,0.79,2026-07-09T19:00:55,"{""duration_seconds"": 992, ""source_type"": ""call_record"", ""verified"": true}"
R000771,P080,P098,EMPLOYED_WITH,0.98,2026-08-01T21:34:03,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R000772,P099,P100,TRAVELED_WITH,0.78,2025-09-23T19:05:09,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000773,P276,P282,LOCATED_WITH,0.7,2026-04-05T22:43:15,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R000774,P180,P222,LOCATED_WITH,0.93,2026-03-29T13:47:55,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R000775,P360,ORG085,WORKS_FOR,0.57,2026-05-10T02:22:30,"{""role"": ""Advisor"", ""source_type"": ""employment_record""}"
R000776,P109,P143,LOCATED_WITH,0.96,2026-08-27T22:55:39,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R000777,P299,P280,CALLED,0.53,2025-09-25T09:33:27,"{""duration_seconds"": 2263, ""source_type"": ""call_record"", ""verified"": true}"
R000778,P328,P365,PARTNER,0.62,2026-03-11T23:43:14,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000779,P210,PH112,MESSAGED,0.77,2026-07-07T20:25:21,"{""message_count"": 45, ""source_type"": ""communication_record""}"
R000780,P445,P430,TRAVELED_WITH,0.93,2025-05-27T04:48:09,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000781,P082,P318,CALLED,0.57,2025-01-10T00:17:27,"{""duration_seconds"": 577, ""source_type"": ""call_record"", ""verified"": false}"
R000782,P302,ORG059,VISITED_ORG,0.75,2026-06-25T03:01:07,"{""duration_minutes"": 146, ""source_type"": ""location_record""}"
R000783,P112,LOC055,TRAVELED_TO,0.8,2025-10-26T19:36:07,"{""mode"": ""air"", ""source_type"": ""travel_record""}"
R000784,P415,P424,ASSOCIATED,0.78,2025-12-05T23:14:09,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000785,P357,ACC135,TRANSFERRED_TO,0.98,2025-03-04T04:29:04,"{""amount"": 394021, ""currency"": ""INR"", ""transaction_type"": ""wire_transfer""}"
R000786,P042,P050,TRAVELED_WITH,0.83,2025-03-02T18:23:55,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000787,P299,PH088,CALLED,0.76,2026-02-23T19:21:52,"{""duration_seconds"": 59, ""source_type"": ""call_record"", ""verified"": false}"
R000788,P215,P376,LOCATED_WITH,0.52,2025-12-31T11:07:32,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R000789,P354,ACC145,RECEIVED_FROM,0.63,2026-08-06T02:17:59,"{""amount"": 330434, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R000790,P140,P126,MET,0.54,2026-03-21T22:53:03,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": true}"
R000791,P077,LOC036,TRAVELED_TO,0.63,2025-08-04T19:28:37,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R000792,P289,P291,LOCATED_WITH,0.59,2025-03-28T15:25:53,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R000793,P102,LOC068,RESIDES_AT,0.92,2025-07-03T11:00:37,"{""since"": ""2025-09-24"", ""source_type"": ""registration_record""}"
R000794,PH193,PH106,COMMUNICATED_WITH,0.88,2025-04-23T16:18:19,"{""contact_count"": 31, ""source_type"": ""telecom_record""}"
R000795,P109,PH188,USED_PHONE,0.91,2026-07-18T21:36:14,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R000796,P004,P082,CALLED,0.65,2025-07-25T08:41:21,"{""duration_seconds"": 3071, ""source_type"": ""call_record"", ""verified"": true}"
R000797,P082,P004,EMPLOYED_WITH,0.72,2026-07-03T01:28:58,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R000798,P051,PH137,OWNS_PHONE,0.81,2026-02-16T20:38:24,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R000799,P160,ACC069,RECEIVED_FROM,0.89,2025-12-02T09:04:19,"{""amount"": 134373, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R000800,P288,P286,ASSOCIATED,0.99,2026-06-09T12:20:19,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000801,P309,P323,SUSPECTED_ASSOCIATE,0.61,2025-12-17T03:20:16,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000802,P360,P364,MET,0.79,2025-05-30T23:15:48,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": true}"
R000803,P412,V034,OWNS_VEHICLE,0.68,2025-04-04T04:32:07,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R000804,P382,V048,TRAVELED_IN,0.94,2026-05-19T05:50:24,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R000805,P229,PH020,CALLED,0.81,2025-07-16T18:31:13,"{""duration_seconds"": 1147, ""source_type"": ""call_record"", ""verified"": false}"
R000806,P120,PH200,CALLED,0.54,2026-06-03T12:34:41,"{""duration_seconds"": 3198, ""source_type"": ""call_record"", ""verified"": true}"
R000807,P389,P403,MET,0.96,2025-09-16T09:08:01,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": false}"
R000808,P413,P408,CALLED,0.8,2026-01-18T04:36:46,"{""duration_seconds"": 450, ""source_type"": ""call_record"", ""verified"": false}"
R000809,P029,V147,OWNS_VEHICLE,0.86,2025-03-22T05:24:41,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R000810,P082,V001,USED_VEHICLE,0.96,2025-01-15T13:48:03,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R000811,P333,PH101,USED_PHONE,0.78,2025-07-26T22:44:09,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R000812,P208,P203,MEMBER_OF,0.5,2026-08-22T20:18:25,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000813,P064,ACC138,TRANSACTION_WITH,0.96,2026-08-29T17:04:57,"{""amount"": 188676, ""currency"": ""INR"", ""transaction_type"": ""wire_transfer""}"
R000814,P305,PH166,OWNS_PHONE,0.54,2025-11-08T04:00:04,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R000815,P363,P357,CALLED,0.52,2025-09-22T03:13:47,"{""duration_seconds"": 1588, ""source_type"": ""call_record"", ""verified"": true}"
R000816,P175,P171,CALLED,0.59,2025-10-31T00:04:44,"{""duration_seconds"": 161, ""source_type"": ""call_record"", ""verified"": true}"
R000817,P028,P036,ASSOCIATED,0.97,2026-04-06T13:18:14,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000818,P164,LOC044,VISITED,0.89,2025-01-13T18:03:32,"{""duration_minutes"": 15, ""source_type"": ""location_record""}"
R000819,P226,P244,SUSPECTED_ASSOCIATE,0.78,2025-06-14T09:58:01,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000820,P231,ACC005,TRANSFERRED_TO,0.73,2025-01-29T15:26:58,"{""amount"": 481806, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R000821,P004,P005,MESSAGED,0.58,2025-01-16T21:35:28,"{""message_count"": 17, ""source_type"": ""communication_record""}"
R000822,P240,LOC079,VISITED,0.61,2025-03-24T14:09:26,"{""duration_minutes"": 210, ""source_type"": ""location_record""}"
R000823,P064,P069,SUSPECTED_ASSOCIATE,0.91,2025-09-20T00:31:52,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000824,P290,LOC043,VISITED,0.53,2026-08-17T14:14:25,"{""duration_minutes"": 75, ""source_type"": ""location_record""}"
R000825,P309,P322,MESSAGED,0.88,2025-12-18T19:17:51,"{""message_count"": 5, ""source_type"": ""communication_record""}"
R000826,P004,ORG012,WORKS_FOR,0.85,2025-03-04T16:46:42,"{""role"": ""Advisor"", ""source_type"": ""employment_record""}"
R000827,P329,ORG027,VISITED_ORG,0.57,2025-11-20T06:56:41,"{""duration_minutes"": 74, ""source_type"": ""location_record""}"
R000828,P299,P306,ASSOCIATED,0.8,2025-11-17T00:49:14,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000829,P004,P005,FAMILY,0.98,2026-08-31T20:24:18,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R000830,P229,ORG081,MEMBER_OF,0.82,2026-02-24T05:09:45,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000831,P328,P229,CALLED,0.83,2025-05-31T11:11:01,"{""duration_seconds"": 191, ""source_type"": ""call_record"", ""verified"": true}"
R000832,P217,PH086,USED_PHONE,0.8,2025-08-10T09:59:16,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R000833,P051,ORG007,WORKS_FOR,0.95,2025-12-18T23:17:02,"{""role"": ""Manager"", ""source_type"": ""employment_record""}"
R000834,P029,P065,MEMBER_OF,0.66,2025-01-23T13:48:54,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000835,P052,P059,PARTNER,0.68,2026-06-10T17:26:45,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000836,P109,P133,MEMBER_OF,0.72,2026-03-31T10:54:36,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000837,P305,P109,MEMBER_OF,0.64,2026-03-14T04:23:48,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000838,P362,P360,MEMBER_OF,0.89,2025-12-28T14:11:17,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000839,P288,PH142,USED_PHONE,0.92,2026-04-20T23:42:35,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R000840,P112,P116,MEMBER_OF,0.86,2026-02-10T06:28:30,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R000841,P158,V149,OWNS_VEHICLE,0.61,2025-07-11T13:58:01,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R000842,P215,ACC012,OWNS_ACCOUNT,0.52,2025-04-26T16:59:47,"{""account_status"": ""active"", ""source_type"": ""financial_registry""}"
R000843,P158,P177,TRAVELED_WITH,0.9,2026-08-20T23:51:41,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000844,P238,PH022,MESSAGED,0.77,2025-03-18T02:50:15,"{""message_count"": 4, ""source_type"": ""communication_record""}"
R000845,P077,PH076,USED_PHONE,0.62,2025-11-12T19:54:37,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R000846,ACC042,ACC181,TRANSACTION_WITH,0.73,2025-01-13T08:57:35,"{""amount"": 299543, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R000847,P415,ACC104,TRANSFERRED_TO,0.59,2025-12-27T05:07:29,"{""amount"": 457444, ""currency"": ""INR"", ""transaction_type"": ""wire_transfer""}"
R000848,P413,PH019,OWNS_PHONE,0.69,2026-07-01T17:41:07,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R000849,P143,PH193,OWNS_PHONE,0.63,2026-02-17T09:04:20,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R000850,P369,ACC021,TRANSFERRED_TO,0.8,2026-02-26T07:43:23,"{""amount"": 176500, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R000851,P367,P369,PARTNER,0.77,2026-03-09T07:00:54,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000852,P310,P320,ASSOCIATED,0.84,2025-09-18T03:32:30,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000853,P158,V069,OWNS_VEHICLE,0.75,2026-08-14T23:56:28,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R000854,P224,P204,CALLED,0.76,2025-02-12T07:12:28,"{""duration_seconds"": 3395, ""source_type"": ""call_record"", ""verified"": false}"
R000855,P388,P029,SUSPECTED_ASSOCIATE,0.72,2025-10-13T22:44:09,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000856,P029,P054,FAMILY,0.6,2026-08-19T12:09:47,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R000857,P229,P274,TRAVELED_WITH,0.64,2026-06-15T00:55:15,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000858,P215,P222,TRAVELED_WITH,0.74,2025-06-30T10:54:32,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R000859,P225,PH146,MESSAGED,0.56,2026-02-16T19:00:53,"{""message_count"": 79, ""source_type"": ""communication_record""}"
R000860,P468,P452,ASSOCIATED,0.64,2025-07-21T22:53:25,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R000861,P337,ACC074,TRANSFERRED_TO,0.59,2026-04-26T12:06:11,"{""amount"": 92438, ""currency"": ""INR"", ""transaction_type"": ""cash_deposit""}"
